"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0032933","SREBP signaling pathway","3/292","15/28814",0.000428221797946303,0.00488966359699708,0.00357439550194291,"Lpcat3/Srebf2/Insig1",3,"BP"
"GO:0010658","striated muscle cell apoptotic process","5/292","63/28814",0.000449057842286432,0.00511125072717105,0.00373637802398567,"Acot1/Bnip3/Hspb6/Nkx2-5/Igfbp3",5,"BP"
"GO:0046879","hormone secretion","12/292","372/28814",0.000454691109780476,0.00515893976620769,0.00377123921294951,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Nppa/Rab11b/Per2/Igfbp3/Apln/Abat",12,"BP"
"GO:0010660","regulation of muscle cell apoptotic process","6/292","97/28814",0.000469843084200934,0.00531398475612069,0.00388457873080186,"Acot1/Bnip3/Hspb6/Nkx2-5/Igfbp3/Dnmt1",6,"BP"
"GO:0007512","adult heart development","3/292","16/28814",0.000523100152331831,0.00580156065591605,0.00424100184018603,"Myh7/Adra1b/Nkx2-5",3,"BP"
"GO:0031650","regulation of heat generation","3/292","16/28814",0.000523100152331831,0.00580156065591605,0.00424100184018603,"Slc27a1/Apln/Abat",3,"BP"
"GO:0045717","negative regulation of fatty acid biosynthetic process","3/292","16/28814",0.000523100152331831,0.00580156065591605,0.00424100184018603,"Acadvl/Acadl/Insig1",3,"BP"
"GO:0071501","cellular response to sterol depletion","3/292","16/28814",0.000523100152331831,0.00580156065591605,0.00424100184018603,"Lpcat3/Srebf2/Insig1",3,"BP"
"GO:0018208","peptidyl-proline modification","4/292","37/28814",0.000524315638461356,0.00580156065591605,0.00424100184018603,"Fkbp5/Fkbp10/Fkbp4/Ppil1",4,"BP"
"GO:0071402","cellular response to lipoprotein particle stimulus","4/292","37/28814",0.000524315638461356,0.00580156065591605,0.00424100184018603,"Lpl/Ldlr/Hmgcs1/Npc1",4,"BP"
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","4/292","37/28814",0.000524315638461356,0.00580156065591605,0.00424100184018603,"Dnmt1/Igfbp5/Ppargc1a/Bmpr1a",4,"BP"
"GO:2001257","regulation of cation channel activity","8/292","181/28814",0.000544782918938323,0.0060094263959431,0.00439295388175736,"Kcne1/Slmap/Nppa/Gsto1/Abcc9/Hrc/Gstm7/Ppargc1a",8,"BP"
"GO:0009914","hormone transport","12/292","380/28814",0.000548730813601344,0.00603435054711139,0.00441117369832724,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Nppa/Rab11b/Per2/Igfbp3/Apln/Abat",12,"BP"
"GO:0006650","glycerophospholipid metabolic process","10/292","277/28814",0.000569094137445332,0.00622000748388262,0.00454689087120333,"Hadha/Fabp3/Dbi/Impa2/Slc27a1/Cish/Lpcat3/Serinc3/Smg1/Ldlr",10,"BP"
"GO:0048588","developmental cell growth","10/292","277/28814",0.000569094137445332,0.00622000748388262,0.00454689087120333,"Adra1b/Ntn1/Pdlim5/Lpar3/Vegfa/Tnfrsf12a/Picalm/Raph1/Sorbs2/Fdps",10,"BP"
"GO:0051224","negative regulation of protein transport","7/292","141/28814",0.000607760827558794,0.00662236950516808,0.00484102173941248,"Ucp2/Kcne1/Hadh/Pim3/Cyp51/Ogt/Insig1",7,"BP"
"GO:0010657","muscle cell apoptotic process","6/292","102/28814",0.000613858515103072,0.00666848125525343,0.00487472991356847,"Acot1/Bnip3/Hspb6/Nkx2-5/Igfbp3/Dnmt1",6,"BP"
"GO:0006991","response to sterol depletion","3/292","17/28814",0.000630444392712691,0.00672599480464226,0.00491677292289992,"Lpcat3/Srebf2/Insig1",3,"BP"
"GO:0010566","regulation of ketone biosynthetic process","3/292","17/28814",0.000630444392712691,0.00672599480464226,0.00491677292289992,"Dkk3/Coq3/Ppargc1a",3,"BP"
"GO:0010896","regulation of triglyceride catabolic process","3/292","17/28814",0.000630444392712691,0.00672599480464226,0.00491677292289992,"Plin5/Pnpla2/Ldlr",3,"BP"
"GO:0035337","fatty-acyl-CoA metabolic process","3/292","17/28814",0.000630444392712691,0.00672599480464226,0.00491677292289992,"Acsl1/Dgat2/Hsd17b4",3,"BP"
"GO:0035459","vesicle cargo loading","3/292","17/28814",0.000630444392712691,0.00672599480464226,0.00491677292289992,"Picalm/Sec24d/Insig1",3,"BP"
"GO:0035795","negative regulation of mitochondrial membrane permeability","3/292","17/28814",0.000630444392712691,0.00672599480464226,0.00491677292289992,"Acaa2/Bnip3/Dynlt1b",3,"BP"
"GO:0061337","cardiac conduction","5/292","68/28814",0.000639143590995245,0.00679850950659823,0.00496978193248809,"Kcne1/Nkx2-5/Abcc9/Hrc/Slc4a3",5,"BP"
"GO:0010506","regulation of autophagy","10/292","283/28814",0.000671211567232012,0.00711842771895315,0.00520364550951071,"Bnip3/Sesn1/Trp53inp2/Foxo3/Smg1/Nrbp2/Gpsm1/Usp13/Sh3bp4/Npc1",10,"BP"
"GO:0030073","insulin secretion","9/292","234/28814",0.000680667601869614,0.00717612392059587,0.00524582203956026,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Per2/Abat",9,"BP"
"GO:0090276","regulation of peptide hormone secretion","9/292","234/28814",0.000680667601869614,0.00717612392059587,0.00524582203956026,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Per2/Apln/Abat",9,"BP"
"GO:0046503","glycerolipid catabolic process","5/292","70/28814",0.000729985912239482,0.00767344014807032,0.00560936543089286,"Plin5/Pnpla2/Lpl/Lipe/Ldlr",5,"BP"
"GO:1904950","negative regulation of establishment of protein localization","7/292","146/28814",0.000747127086394424,0.00777868439800392,0.00568630008418865,"Ucp2/Kcne1/Hadh/Pim3/Cyp51/Ogt/Insig1",7,"BP"
"GO:0050796","regulation of insulin secretion","8/292","190/28814",0.000748647421585609,0.00777868439800392,0.00568630008418865,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Per2/Abat",8,"BP"
"GO:0070417","cellular response to cold","3/292","18/28814",0.000750880279046265,0.00777868439800392,0.00568630008418865,"Cidea/Lipe/Prkaca",3,"BP"
"GO:0090205","positive regulation of cholesterol metabolic process","3/292","18/28814",0.000750880279046265,0.00777868439800392,0.00568630008418865,"Fgf1/Srebf2/Fdps",3,"BP"
"GO:0097623","potassium ion export across plasma membrane","3/292","18/28814",0.000750880279046265,0.00777868439800392,0.00568630008418865,"Kcnip2/Kcne1/Nppa",3,"BP"
"GO:0032365","intracellular lipid transport","4/292","41/28814",0.000778822901412986,0.00804483540361275,0.00588085926774272,"Fabp3/Abcd3/Ldlr/Npc1",4,"BP"
"GO:0002791","regulation of peptide secretion","9/292","239/28814",0.000790773794087391,0.00814474219039866,0.0059538921793566,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Per2/Apln/Abat",9,"BP"
"GO:0030072","peptide hormone secretion","10/292","290/28814",0.000809005562019729,0.00830858011108768,0.00607365942205979,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Per2/Apln/Abat",10,"BP"
"GO:0050767","regulation of neurogenesis","13/292","455/28814",0.000827852085878881,0.00847693397748199,0.00619672786855662,"Baiap2/Ntn1/Lpar3/Dynlt1b/Vegfa/Tnfrsf12a/Picalm/Per2/Appl2/Sgk1/Ldlr/Fbxo31/Bmpr1a",13,"BP"
"GO:0032922","circadian regulation of gene expression","5/292","72/28814",0.000830141827677307,0.00847693397748199,0.00619672786855662,"Per1/Per2/Ogt/Maged1/Ppargc1a",5,"BP"
"GO:1903725","regulation of phospholipid metabolic process","4/292","42/28814",0.000854001335014648,0.00867102491858623,0.00633861038727977,"Fabp3/Slc27a1/Ldlr/Pcx",4,"BP"
"GO:1990748","cellular detoxification","4/292","42/28814",0.000854001335014648,0.00867102491858623,0.00633861038727977,"Cat/Sesn1/Gstm7/Abcg2",4,"BP"
"GO:0042326","negative regulation of phosphorylation","12/292","400/28814",0.000857693186109544,0.00868383979364168,0.00634797819568776,"Prnp/Nppa/Fabp4/Ddit4/Cdkn1a/Prkag2/Insr/Igfbp3/Ogt/Klhl31/Ppargc1a/Ccnb1",12,"BP"
"GO:0090087","regulation of peptide transport","9/292","242/28814",0.000863520029090332,0.00871813724284985,0.00637304999168065,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Per2/Apln/Abat",9,"BP"
"GO:0010595","positive regulation of endothelial cell migration","6/292","109/28814",0.000870404407047916,0.0087628883120824,0.00640576349382632,"Amotl1/Vegfa/Fgf1/Calr/Bsg/Prox1",6,"BP"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","5/292","73/28814",0.000883894447309338,0.00883527595648131,0.00645867962300433,"Cdkn1a/Ccng1/Ccnb1/Prox1/Ccnd2",5,"BP"
"GO:0006085","acetyl-CoA biosynthetic process","3/292","19/28814",0.000885010854062761,0.00883527595648131,0.00645867962300433,"Mlycd/Pdk4/Mpc1",3,"BP"
"GO:1905709","negative regulation of membrane permeability","3/292","19/28814",0.000885010854062761,0.00883527595648131,0.00645867962300433,"Acaa2/Bnip3/Dynlt1b",3,"BP"
"GO:0014074","response to purine-containing compound","6/292","110/28814",0.000912919328911065,0.00908850607668007,0.00664379350346654,"Kcne1/Per1/Abcc9/Gstm7/Igfbp5/Hmgcs1",6,"BP"
"GO:0006914","autophagy","13/292","464/28814",0.000988919702043898,0.00978821039382109,0.00715528471636201,"Bnip3/Sesn1/Gabarapl1/Synpo2/Trp53inp2/Sqstm1/Foxo3/Smg1/Nrbp2/Gpsm1/Usp13/Sh3bp4/Npc1",13,"BP"
"GO:0061919","process utilizing autophagic mechanism","13/292","464/28814",0.000988919702043898,0.00978821039382109,0.00715528471636201,"Bnip3/Sesn1/Gabarapl1/Synpo2/Trp53inp2/Sqstm1/Foxo3/Smg1/Nrbp2/Gpsm1/Usp13/Sh3bp4/Npc1",13,"BP"
"GO:0002790","peptide secretion","10/292","298/28814",0.000994157910732248,0.00978821039382109,0.00715528471636201,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Per2/Apln/Abat",10,"BP"
"GO:0032409","regulation of transporter activity","10/292","298/28814",0.000994157910732248,0.00978821039382109,0.00715528471636201,"Kcne1/Prnp/Slmap/Nppa/Gsto1/Abcc9/Insr/Hrc/Gstm7/Ppargc1a",10,"BP"
"GO:0002027","regulation of heart rate","6/292","112/28814",0.0010027305360427,0.00984549158191378,0.00719715786714281,"Myh7/Kcne1/Adra1b/Nppa/Hrc/Apln",6,"BP"
"GO:0015711","organic anion transport","11/292","353/28814",0.00103025099059433,0.0100365002333615,0.00733678719971821,"Slc38a6/Slc38a2/Slc2a1/Slc27a1/Slc25a42/Per2/Mpc1/Abcd3/Abat/Slc4a3/Abcg2",11,"BP"
"GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","3/292","20/28814",0.00103341692386039,0.0100365002333615,0.00733678719971821,"Gsto1/Hrc/Gstm7",3,"BP"
"GO:0060841","venous blood vessel development","3/292","20/28814",0.00103341692386039,0.0100365002333615,0.00733678719971821,"Vegfa/Nkx2-5/Prox1",3,"BP"
"GO:1901862","negative regulation of muscle tissue development","3/292","20/28814",0.00103341692386039,0.0100365002333615,0.00733678719971821,"Ybx3/Igfbp5/Luc7l",3,"BP"
"GO:1904029","regulation of cyclin-dependent protein kinase activity","5/292","76/28814",0.00106074069304481,0.0102739491516048,0.00751036485561894,"Cdkn1a/Ccng1/Ccnb1/Prox1/Ccnd2",5,"BP"
"GO:0072659","protein localization to plasma membrane","10/292","302/28814",0.00109898863170776,0.0106080624835757,0.00775460521433593,"Prnp/Slmap/Csrp3/Picalm/Ppfia1/Sqstm1/Bsg/Ramp1/Adcy6/Tmbim1",10,"BP"
"GO:0003298","physiological muscle hypertrophy","4/292","45/28814",0.00111007704780562,0.0106080624835757,0.00775460521433593,"Adra1b/Pdlim5/Sorbs2/Fdps",4,"BP"
"GO:0003301","physiological cardiac muscle hypertrophy","4/292","45/28814",0.00111007704780562,0.0106080624835757,0.00775460521433593,"Adra1b/Pdlim5/Sorbs2/Fdps",4,"BP"
"GO:0045940","positive regulation of steroid metabolic process","4/292","45/28814",0.00111007704780562,0.0106080624835757,0.00775460521433593,"Fgf1/Srebf2/Ppargc1a/Fdps",4,"BP"
"GO:0061049","cell growth involved in cardiac muscle cell development","4/292","45/28814",0.00111007704780562,0.0106080624835757,0.00775460521433593,"Adra1b/Pdlim5/Sorbs2/Fdps",4,"BP"
"GO:0005977","glycogen metabolic process","5/292","77/28814",0.00112513626270774,0.0106947792630783,0.00781799609193898,"Adra1b/Per2/Prkag2/Insr/Ppp1r3c",5,"BP"
"GO:0006073","cellular glucan metabolic process","5/292","77/28814",0.00112513626270774,0.0106947792630783,0.00781799609193898,"Adra1b/Per2/Prkag2/Insr/Ppp1r3c",5,"BP"
"GO:1903076","regulation of protein localization to plasma membrane","6/292","115/28814",0.00114999378722006,0.0109020631181021,0.00796952276945467,"Prnp/Csrp3/Picalm/Ppfia1/Sqstm1/Tmbim1",6,"BP"
"GO:0008643","carbohydrate transport","7/292","158/28814",0.00118555813890493,0.0111667206613162,0.00816299021629514,"Klf15/Slc2a1/Slc27a1/Appl2/Insr/Ak1/C3",7,"BP"
"GO:0044042","glucan metabolic process","5/292","78/28814",0.00119238199034448,0.0111667206613162,0.00816299021629514,"Adra1b/Per2/Prkag2/Insr/Ppp1r3c",5,"BP"
"GO:0000413","protein peptidyl-prolyl isomerization","3/292","21/28814",0.00119665753029774,0.0111667206613162,0.00816299021629514,"Fkbp5/Fkbp4/Ppil1",3,"BP"
"GO:0035994","response to muscle stretch","3/292","21/28814",0.00119665753029774,0.0111667206613162,0.00816299021629514,"Ankrd1/Csrp3/Ankrd23",3,"BP"
"GO:0048148","behavioral response to cocaine","3/292","21/28814",0.00119665753029774,0.0111667206613162,0.00816299021629514,"Adra1b/Ppp1r1b/Abat",3,"BP"
"GO:0071071","regulation of phospholipid biosynthetic process","3/292","21/28814",0.00119665753029774,0.0111667206613162,0.00816299021629514,"Fabp3/Slc27a1/Pcx",3,"BP"
"GO:0016241","regulation of macroautophagy","6/292","116/28814",0.0012025880744003,0.0111928379632986,0.00818208223865556,"Bnip3/Sesn1/Smg1/Nrbp2/Gpsm1/Npc1",6,"BP"
"GO:2000377","regulation of reactive oxygen species metabolic process","7/292","160/28814",0.00127496548358958,0.0118356536061017,0.00865198723245206,"Plin5/Bnip3/Cdkn1a/Insr/Hspd1/Ogt/Foxo3",7,"BP"
"GO:0071902","positive regulation of protein serine/threonine kinase activity","8/292","207/28814",0.00129904919958571,0.0120279840396874,0.00879258280166821,"Acsl1/Vegfa/Slc27a1/Insr/Fgf1/Maged1/Prox1/Ccnd2",8,"BP"
"GO:0120254","olefinic compound metabolic process","7/292","162/28814",0.00136956489652368,0.0126031191392549,0.00921301260673005,"Retsat/Ephx2/Dkk3/Aldh1a2/Gstm7/Dhrs4/Ppargc1a",7,"BP"
"GO:0006656","phosphatidylcholine biosynthetic process","3/292","22/28814",0.00137527041530761,0.0126031191392549,0.00921301260673005,"Fabp3/Slc27a1/Lpcat3",3,"BP"
"GO:0006658","phosphatidylserine metabolic process","3/292","22/28814",0.00137527041530761,0.0126031191392549,0.00921301260673005,"Slc27a1/Lpcat3/Serinc3",3,"BP"
"GO:0150104","transport across blood-brain barrier","3/292","22/28814",0.00137527041530761,0.0126031191392549,0.00921301260673005,"Slc2a1/Slc27a1/Abcg2",3,"BP"
"GO:0030307","positive regulation of cell growth","8/292","209/28814",0.00138074817335554,0.0126209564490351,0.00922605186773041,"Ntn1/Lpar3/Vegfa/Tnfrsf12a/Picalm/Extl3/Sgk1/Fdps",8,"BP"
"GO:0048844","artery morphogenesis","5/292","81/28814",0.00141199076426801,0.0128415609932741,0.00938731610912328,"Fkbp10/Vegfa/Ldlr/Bmpr1a/Prox1",5,"BP"
"GO:0042304","regulation of fatty acid biosynthetic process","4/292","48/28814",0.00141566173233072,0.0128415609932741,0.00938731610912328,"Acadvl/Acadl/Pdk4/Insig1",4,"BP"
"GO:0045923","positive regulation of fatty acid metabolic process","4/292","48/28814",0.00141566173233072,0.0128415609932741,0.00938731610912328,"Plin5/Mlycd/Cpt1a/Ppargc1a",4,"BP"
"GO:0009755","hormone-mediated signaling pathway","7/292","164/28814",0.00146956153993974,0.0132967416297333,0.0097200579403876,"Acsl1/Slc27a1/Per1/Appl2/Sgk1/Calr/Fkbp4",7,"BP"
"GO:0097237","cellular response to toxic substance","4/292","49/28814",0.00152934459925531,0.0138027212064103,0.0100899343310784,"Cat/Sesn1/Gstm7/Abcg2",4,"BP"
"GO:0010232","vascular transport","3/292","23/28814",0.00156977247725468,0.0140610697586672,0.010278789839193,"Slc2a1/Slc27a1/Abcg2",3,"BP"
"GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","3/292","23/28814",0.00156977247725468,0.0140610697586672,0.010278789839193,"Gsto1/Hrc/Gstm7",3,"BP"
"GO:0031649","heat generation","3/292","23/28814",0.00156977247725468,0.0140610697586672,0.010278789839193,"Slc27a1/Apln/Abat",3,"BP"
"GO:0045444","fat cell differentiation","9/292","264/28814",0.00157985913326647,0.0141160413557359,0.010318974654651,"Fabp3/Aldh6a1/Bnip3/Lpl/Vegfa/Fabp4/Per2/Insig1/Tmem120a",9,"BP"
"GO:0015833","peptide transport","10/292","320/28814",0.00168868881559288,0.0150466295692147,0.0109992444234061,"Ucp2/Cpt1a/Oxct1/Glul/Hadh/Pim3/Rab11b/Per2/Apln/Abat",10,"BP"
"GO:0006805","xenobiotic metabolic process","6/292","124/28814",0.00169243007465705,0.0150466295692147,0.0109992444234061,"Acsl1/Sult1a1/Gstm1/Gsto1/Gstm7/Gstm2",6,"BP"
"GO:0050808","synapse organization","13/292","494/28814",0.00172721292292797,0.0152848086534732,0.0111733558383414,"Prnp/Baiap2/Ntn1/Pdlim5/Malat1/Picalm/Ndrg1/Ppfia1/Insr/Sorbs2/Ky/C3/Ndrg2",13,"BP"
"GO:0009416","response to light stimulus","10/292","321/28814",0.00172777355791919,0.0152848086534732,0.0111733558383414,"Cpt1b/Cat/Adra1b/Ppp1r1b/Per1/Per2/Cdkn1a/Slc24a2/Sgk1/Pcna",10,"BP"
"GO:0033674","positive regulation of kinase activity","12/292","435/28814",0.00174377865006921,0.0153883083835737,0.0112490152292963,"Acsl1/Prnp/Mmd/Vegfa/Slc27a1/Cdkn1a/Prkag2/Insr/Fgf1/Maged1/Prox1/Ccnd2",12,"BP"
"GO:0042149","cellular response to glucose starvation","4/292","51/28814",0.00177548888705781,0.0155221454252245,0.0113468515139773,"Sesn1/Slc2a1/Prkag2/Foxo3",4,"BP"
"GO:0051289","protein homotetramerization","4/292","51/28814",0.00177548888705781,0.0155221454252245,0.0113468515139773,"Acacb/Aldh9a1/Appl2/Aldh1a2",4,"BP"
"GO:0008210","estrogen metabolic process","3/292","24/28814",0.00178066021945777,0.0155221454252245,0.0113468515139773,"Sult1a1/Hsd17b7/Hsd17b4",3,"BP"
"GO:0009190","cyclic nucleotide biosynthetic process","3/292","24/28814",0.00178066021945777,0.0155221454252245,0.0113468515139773,"Nppb/Nppa/Adcy6",3,"BP"
"GO:0052652","cyclic purine nucleotide metabolic process","3/292","24/28814",0.00178066021945777,0.0155221454252245,0.0113468515139773,"Nppb/Nppa/Adcy6",3,"BP"
"GO:0001678","cellular glucose homeostasis","7/292","170/28814",0.00180403901377813,0.0156876774580123,0.0114678571704375,"Ucp2/Oxct1/Klf15/Pim3/Rab11b/Prkaca/Ogt",7,"BP"
"GO:0034765","regulation of ion transmembrane transport","13/292","498/28814",0.00185344039112553,0.0160781455288414,0.0117532934358037,"Kcnip2/Dbi/Kcne1/Prnp/Clic5/Slmap/Nppa/Per2/Gsto1/Abcc9/Hrc/Gstm7/Ppargc1a",13,"BP"
"GO:1902806","regulation of cell cycle G1/S phase transition","7/292","171/28814",0.00186509695256189,0.016140088398199,0.0117985743246046,"Cdkn1a/Mlf1/Appl2/Rbl2/Ak1/Fbxo31/Ccnd2",7,"BP"
"GO:1904062","regulation of cation transmembrane transport","11/292","381/28814",0.00188512922492441,0.0162740382847339,0.0118964931000823,"Kcnip2/Dbi/Kcne1/Prnp/Slmap/Nppa/Gsto1/Abcc9/Hrc/Gstm7/Ppargc1a",11,"BP"
"GO:0008217","regulation of blood pressure","8/292","220/28814",0.00190597346996317,0.016414335377466,0.0119990517500281,"Nppb/Adra1b/Ephx2/Nppa/Scpep1/Abcc9/Apln/Abat",8,"BP"
"GO:0006816","calcium ion transport","12/292","440/28814",0.00191677793812487,0.0164677027664863,0.0120380638725353,"Dbi/Kcne1/Prnp/Lpar3/Nppa/Clca1/Gsto1/Slc24a2/Hrc/Srl/Gstm7/Ramp1",12,"BP"
"GO:0006112","energy reserve metabolic process","5/292","87/28814",0.00193867176604526,0.0166158582538268,0.0121463670915672,"Adra1b/Per2/Prkag2/Insr/Ppp1r3c",5,"BP"
"GO:0042752","regulation of circadian rhythm","6/292","128/28814",0.00198785759640293,0.0169560931970026,0.0123950824124409,"Per1/Per2/Ptgds/Maged1/Ppargc1a/Prox1",6,"BP"
"GO:0045807","positive regulation of endocytosis","6/292","128/28814",0.00198785759640293,0.0169560931970026,0.0123950824124409,"Vegfa/Picalm/Appl2/Insr/Apln/C3",6,"BP"
"GO:0010894","negative regulation of steroid biosynthetic process","3/292","25/28814",0.00200841019099575,0.0170096161673431,0.0124342082665289,"Dkk3/Insig1/Prox1",3,"BP"
"GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","3/292","25/28814",0.00200841019099575,0.0170096161673431,0.0124342082665289,"Gsto1/Hrc/Gstm7",3,"BP"
"GO:0018904","ether metabolic process","3/292","25/28814",0.00200841019099575,0.0170096161673431,0.0124342082665289,"Ephx2/Fasn/Lipe",3,"BP"
"GO:0032412","regulation of ion transmembrane transporter activity","9/292","274/28814",0.0020340561654901,0.0171860915731953,0.0125632136437636,"Kcne1/Prnp/Slmap/Nppa/Gsto1/Abcc9/Hrc/Gstm7/Ppargc1a",9,"BP"
"GO:0010828","positive regulation of glucose transmembrane transport","4/292","53/28814",0.00204782425116008,0.0172248910815122,0.0125915764923021,"Klf15/Insr/Ak1/C3",4,"BP"
"GO:0006941","striated muscle contraction","7/292","174/28814",0.00205792627079063,0.0172248910815122,0.0125915764923021,"Myh7/Kcne1/Adra1b/Csrp3/Nppa/Nkx2-5/Abcc9",7,"BP"
"GO:0010594","regulation of endothelial cell migration","7/292","174/28814",0.00205792627079063,0.0172248910815122,0.0125915764923021,"Amotl1/Glul/Vegfa/Fgf1/Calr/Bsg/Prox1",7,"BP"
"GO:1903169","regulation of calcium ion transmembrane transport","7/292","174/28814",0.00205792627079063,0.0172248910815122,0.0125915764923021,"Dbi/Kcne1/Prnp/Nppa/Gsto1/Hrc/Gstm7",7,"BP"
"GO:0043270","positive regulation of ion transport","10/292","329/28814",0.00206755850603268,0.0172650796742075,0.0126209547761267,"Kcnip2/Dbi/Kcne1/Lpar3/Nppa/Nkx2-5/Gsto1/Sgk1/Gstm7/Abat",10,"BP"
"GO:0046323","glucose import","5/292","89/28814",0.00214247302369954,0.0178074385737259,0.0130174248343262,"Klf15/Slc2a1/Slc27a1/Appl2/Insr",5,"BP"
"GO:1901019","regulation of calcium ion transmembrane transporter activity","5/292","89/28814",0.00214247302369954,0.0178074385737259,0.0130174248343262,"Kcne1/Nppa/Gsto1/Hrc/Gstm7",5,"BP"
"GO:1902903","regulation of supramolecular fiber organization","11/292","388/28814",0.0021710543061057,0.018003127819076,0.0131604757302585,"Baiap2/Synpo2/Ppfia1/Fhod3/Sgk1/Pde4dip/Tmsb10/Ankrd23/Fkbp4/Ldlr/Prox1",11,"BP"
"GO:0010827","regulation of glucose transmembrane transport","5/292","90/28814",0.00225002935925456,0.0183879804720871,0.0134418070661562,"Klf15/Appl2/Insr/Ak1/C3",5,"BP"
"GO:0046364","monosaccharide biosynthetic process","5/292","90/28814",0.00225002935925456,0.0183879804720871,0.0134418070661562,"Dgat2/Per2/Gsto1/Ogt/Pcx",5,"BP"
"GO:1901379","regulation of potassium ion transmembrane transport","5/292","90/28814",0.00225002935925456,0.0183879804720871,0.0134418070661562,"Kcnip2/Kcne1/Prnp/Nppa/Abcc9",5,"BP"
"GO:0034389","lipid droplet organization","3/292","26/28814",0.00225347941991442,0.0183879804720871,0.0134418070661562,"Plin5/Pnpla2/Ptgfrn",3,"BP"
"GO:0045939","negative regulation of steroid metabolic process","3/292","26/28814",0.00225347941991442,0.0183879804720871,0.0134418070661562,"Dkk3/Insig1/Prox1",3,"BP"
"GO:1903077","negative regulation of protein localization to plasma membrane","3/292","26/28814",0.00225347941991442,0.0183879804720871,0.0134418070661562,"Picalm/Ppfia1/Tmbim1",3,"BP"
"GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","3/292","26/28814",0.00225347941991442,0.0183879804720871,0.0134418070661562,"Gsto1/Hrc/Gstm7",3,"BP"
"GO:0048545","response to steroid hormone","8/292","227/28814",0.00231475585720747,0.018844959985557,0.0137758638954297,"Adra1b/Sult1a1/Per1/Ddit4/Sgk1/Calr/Fkbp4/Npc1",8,"BP"
"GO:0055010","ventricular cardiac muscle tissue morphogenesis","4/292","55/28814",0.00234772113970466,0.0190698985302374,0.0139402963367152,"Myh7/Nkx2-5/Bmpr1a/Prox1",4,"BP"
"GO:0003158","endothelium development","6/292","133/28814",0.0024101117750263,0.0195322890792381,0.0142783086898562,"Fasn/Vegfa/Col15a1/Fgf1/Bsg/Prox1",6,"BP"
"GO:0003007","heart morphogenesis","9/292","284/28814",0.0025869044242835,0.020870420795461,0.0152564970442477,"Myh7/Ankrd1/Xirp2/Vegfa/Nkx2-5/Insr/Aldh1a2/Bmpr1a/Prox1",9,"BP"
"GO:0022898","regulation of transmembrane transporter activity","9/292","284/28814",0.0025869044242835,0.020870420795461,0.0152564970442477,"Kcne1/Prnp/Slmap/Nppa/Gsto1/Abcc9/Hrc/Gstm7/Ppargc1a",9,"BP"
"GO:0044272","sulfur compound biosynthetic process","5/292","93/28814",0.00259628950627413,0.0208989610257292,0.015277360252661,"Acsl1/Mlycd/Pdk4/Acacb/Mpc1",5,"BP"
"GO:0007015","actin filament organization","12/292","458/28814",0.00266015883698424,0.0213649610862509,0.0156180111966762,"Baiap2/Xirp2/Synpo2/Ppfia1/Acta1/Fhod3/Tmsb10/Sorbs2/Coro6/Ush1c/Pdlim3/Prox1",12,"BP"
"GO:1901861","regulation of muscle tissue development","4/292","57/28814",0.00267653231105036,0.0214482656495381,0.0156789077083479,"Ybx3/Igfbp5/Ppargc1a/Luc7l",4,"BP"
"GO:1901987","regulation of cell cycle phase transition","11/292","401/28814",0.00279520734061228,0.0223160297046463,0.0163132523567674,"Cdkn1a/Mlf1/Ccng1/Appl2/Rbl2/Ak1/Fbxo31/Ccnb1/Prox1/Miip/Ccnd2",11,"BP"
"GO:1904376","negative regulation of protein localization to cell periphery","3/292","28/28814",0.00279730870388404,0.0223160297046463,0.0163132523567674,"Picalm/Ppfia1/Tmbim1",3,"BP"
"GO:0046902","regulation of mitochondrial membrane permeability","4/292","59/28814",0.00303559008948873,0.0241630266811419,0.0176634265668996,"Acaa2/Bnip3/Dynlt1b/Alkbh7",4,"BP"
"GO:0010951","negative regulation of endopeptidase activity","7/292","187/28814",0.00307770537347369,0.0244438200106555,0.0178686894431853,"Timp3/Vegfa/Picalm/Dpep1/Timp4/Dhcr24/Serpinb6b",7,"BP"
"GO:1902932","positive regulation of alcohol biosynthetic process","3/292","29/28814",0.00309688900464006,0.0245416436864381,0.0179401995787528,"Fgf1/Srebf2/Fdps",3,"BP"
